User Type,Username,Date,Text
,MiltonJim,2012-11-17T22:17Z,Gracias amigo !!!!!!!!!
,okupa81,2012-11-17T22:59Z,"Gracias maestro....las disculpas estan demas!! 

Gran Gran trabajo SiRaDuDe"
,Rockonya,2012-11-17T23:05Z,"Gracias mijo.

A los amantes de la buena calidad nos gusta de esta manera. "
,foemocobra,2012-11-17T23:49Z,Gracias doble
,taviro1785,2012-11-18T00:01Z,que tal siradude antes que nada es la primera vez que comento aqui y quiero agradecer por el exelente trabajo con los capitulos y tambien quisiera saber por que han salido menos capitulos por semana 
,derber,2012-11-18T00:12Z,"gracias siradude,el patron como debe de ser."
,siradude,2012-11-18T00:28Z,taviro1785 - En los dias feriados o cuando hay juegos de Futbol de Colombia la seria de Pablo Escobar no es transmitida
,frank0289,2012-11-18T01:05Z,"por fin cuantos son capitulos siradude ? vi un comentario de que el lunes se acaba ?

gRACIAS POR SU LABOR !!!"
,chuguimen,2012-11-18T03:06Z,Hermano que paso con el 111? Yo los tengo todos gracias a usted.
,tracesat,2012-11-18T03:52Z,"Para todos los que quieran confirmar esta historia aqui les dejo..http://www.kienyke.com/historias/soy-una-rata/

http://colombiareports.com/component/tag/medellin-cartel.html

Para que vean que Colombia nunca cambiara."
,taviro1785,2012-11-18T05:40Z,Ok siradude gracias por calmar esta inquietud y que buen trabajo el que haces y saludos desde Cd. Juarez
,paubc,2012-11-18T07:39Z,Gracias siradude y comentarles que el esquema narrativo de esta serie y anteriores con estos temas lo han llevado a cabo en Australia (hechos reales_ficcionados) BAJOS FONDOS (serie) pero alla no hay ningun SIRADUDE que comparta tan bien los capitulos y esa es la diferencia que haya buen dia 
,thepaisa,2012-11-18T21:44Z,"Mañana Lunes gran final, se acaba una de las mejores series q se han producido en Colombia"
,buddycano,2012-11-18T22:23Z,"Siempre se te agradece el gesto de subir lo mejor.
Un abrazo"
,frank0289,2012-11-18T22:57Z,PAISA COMO LA GRAN FINAL NO DE QUE SON 126 CAPITULOS DONDE COGISTE ESA INFO
,jucefobe,2012-11-19T06:16Z,"Señores no sean imbeciles, entren a la página de CARACOL o busquenlo en Twitter, la serie se acaba el lunes 19 y son 113 capítulos, que berraquera!"
,siradude,2012-11-19T19:52Z,"EL final es hoy lunes... nos llego el fin igual de inexperado que a Pablo!

La pregunta es... Subira SiRaDuDe el capitulo a los torrents... :)... 


http://www.pabloescobarinedito.com/programas/series/escobar/articulo-267711-llega-el-final-de-escobar-el-patron-del-mal
"
,vviccoxx,2012-11-19T20:48Z,por que dudas de subir el gran final seria una gran desepcion de todo lo que has hecho te agradeceria de antemano que lo pudieras subir y cerrar con broche de oro todo tu trabajo 
,cmfst,2012-11-20T00:33Z,siradude tenes cuenta en paypal para enviarte una reencompensa por subir los capitulos?
,1rats1,2012-11-20T02:48Z,muchisimas gracias querido amigo siradude eres muy amable al haber compartido con nosotros esta exelente serie gracias gracias y gracias mil bendiciones.
,monteria,2012-11-20T04:35Z,"Hoy es el final de Escobar El Patron Del Mal en estos momentos acaban de matar a pablo escobar 

http://i.imgur.com/LaTCe.jpg

http://i.imgur.com/cOz9W.jpg
"
,siradude,2012-11-20T05:17Z,":) Sin preocupaciones, que el capitulo estara...

Voy a estar un ratito atrasado pero estara online de seguro!"
,drpa,2012-11-20T05:55Z,Gracias Siradude por tu excelente trabajo. ¿Vas a subir la serie que empieza mañana de Rafael Orozco?
,siradude,2012-11-20T06:48Z,"Despues de esta serie voy a cojer una vacaciones y viajar desde el Dia de Accion de gracias hasta despues de los Reyes  :)

Encontre un escondite de Pablo repleto de dolares y me voy a gastarlos antes que la policia criminal me encuentre...

Asi que no mas novelas para mi por un tiempo, espero alguien siga los pasos aqui creados por muchos y los continue :)"
,vviccoxx,2012-11-20T08:57Z,pero si contamos contigo para el ultimo capitulo si lo vas a subir 
,vviccoxx,2012-11-20T09:10Z,vamos que pasa parse nos va dejar en la espera hasta mañana o que 
,siradude,2012-11-20T09:42Z,"Como habia mencionado, voy a estar un poco atrasado en este capitulo, pero no mas falta 1 hora para poder subirlo..."
,siradude,2012-11-20T11:39Z,Capitulo final ya esta en linea!
,taviro1785,2012-11-22T05:35Z,te pasaste de lanza con esta ardua labor siradude ! quisiera saber si alla van a dar la serie de Amado Carrillo o es puro rumor eso
