User Type,Username,Date,Text
,wyldchyld2,2012-11-07T05:26Z,Thanks
,Kazimir90,2012-11-07T05:29Z,seed seed seed!
,Simojama,2012-11-07T05:34Z,you're the best man thanks a lot.
,J-Skip,2012-11-07T05:38Z,"The ever-reliable ""ettv"".  Thank you, again!!!  CHEERS!!!"
,SHAMWOWurASS,2012-11-07T05:44Z,"ettv my man, the most reliable dude on the net... like a honda"
,RealD3Al,2012-11-07T05:51Z,..
,killermosh,2012-11-07T06:11Z,seeeeeeeeeeeddddddddddddd!!!
,illegalmexcn87,2012-11-07T06:16Z,Incoming 5MB Upload!!  Enjoy!!
,RealD3Al,2012-11-07T06:21Z,10/10
,awimaway,2012-11-07T06:22Z,Cheers ETTV.
,BillyBold,2012-11-07T06:34Z,Cheers ettv!
,AucklandNZ,2012-11-07T06:35Z,Thanks
,moffy123,2012-11-07T06:57Z,"so slow, someone seed please!!"
,moffy123,2012-11-07T07:04Z,lets get this cranking 
,eraevn,2012-11-07T07:33Z,"Dear people crying Seed! Seed! Don't be so impatient you greedy twits... Otherwise, thanks for keeping me up to date ettv, you have yet to steer me wrong. "
,STONEDSTONER,2012-11-07T08:43Z,XVID!!! PLEASE
,roggichef,2012-11-07T10:30Z,weekly thanks from deprived soa fans in uk.
,casidios,2012-11-07T12:17Z,AVI Please!
,techneck,2012-11-11T07:18Z,Thanks.
