User Type,Username,Date,Text
[T],noriegaRJ,2012-02-27T17:10Z,"SEE MY OTHERS UPLOADS: 
http://thepiratebay.org/user/noriegaRJ

THESE ARE MY UPLOADS TOO:
http://thepiratebay.org/torrent/5735086/Le.Concert.2009.PROPER.DVDRip.XviD.HORiZON-ArtSubs
http://thepiratebay.org/torrent/5731181/La.Derniere.Fugue.2010.FRENCH.DVDRIP.XviD.AC3-WTF
http://thepiratebay.org/torrent/5728699/Chico.Xavier.2010.Brazilian.DVDRip.AC3.HORiZON-ArtSubs
http://thepiratebay.org/torrent/5724201/Quelque.Chose.A.Te.Dire.FRENCH.DVDRiP.XViD-AYMO
http://thepiratebay.org/torrent/5724152/Das.Fremde.in.Mir.German.2008.DVDRiP.XViD-WOMBAT
http://thepiratebay.org/torrent/5693656/Buddenbrooks.German.AC3.DVDRip.XviD-CRUCiAL
http://thepiratebay.org/torrent/5674623/Ajami.2009.LiMiTED.DVDRip.XviD-NODLABS
http://thepiratebay.org/torrent/5674591/Partir.2009.RERIP.DVDRip.XviD.HORiZON-ArtSubs

AND SEE THIS ANOTHERS UPLOADS FROM ""HORiZON-ArtSubs"": 
http://thepiratebay.org/user/lletaif"
,tverlaine,2012-02-27T20:50Z,Thank you for another of you excellent uploads.
[T],noriegaRJ,2012-02-28T06:54Z,"SUBTITLE IN ENGLISH, in the torrent and HERE:
http://www.opensubtitles.org/pt/subtitles/4478947/le-havre-en

SUBTITLE IN SPANISH HERE:
http://www.opensubtitles.org/pt/subtitles/4479340/le-havre-es"
,mic603,2012-02-29T16:46Z,"Thanks you!!! I have been searching for this movie for ages now, and finaly i have it. Great torrent. Thank you again for upload."
[T],noriegaRJ,2012-03-10T17:22Z,"SUBTITLE IN BRAZILIAN PORTUGUESE HERE:
http://www.opensubtitles.org/pt/subtitles/4487443/le-havre-pb"
,keros25,2012-04-10T05:03Z,"Olá, noriegaRJ. Agradeço muito pelos filmes que você compartilha. Estou muito querendo ver o filme August (Verão em LA), mas não encontrei a legenda, somente o release. Seria possível você legendar este release ou me mostrar onde existe uma legenda, mesmo que em inglês? Obrigado.

http://thepiratebay.se/torrent/6908010/August.2011.DVDRip.Xvid-QaFoNE"
,keros25,2012-04-10T05:08Z,"Hello, noriegaRJ. I thank you so much for all the movies you've been sharing. I really wanna watch the movie August (Verão em LA), but I couldn't find a subtitle, just a release. Could you make a subtitle for this release or show me where there is a subtitle, even if it is in english? Thanks.
http://thepiratebay.se/torrent/6908010/August.2011.DVDRip.Xvid-QaFoNE"
,keros25,2012-04-10T05:12Z,"PS.:
Sou usuário do legendas.tv
I'm a legendas.tv user"
,f.kruger,2012-04-29T16:15Z,thanks
[T],noriegaRJ,2012-05-01T05:51Z,"Keros, infelizmente ainda não existe nenhuma legenda deste filme em nenhum idioma. Quando aparecer alguma te aviso, ok? Abração."
,irmitarosa,2012-05-13T04:29Z,Tks for all your movies. I enjoy almost all. Missing you a lot as no movies from you in a while....
,pxpierre,2012-07-31T03:48Z,Thank you noriegaRJ and seeders!
,canapple,2012-09-22T19:25Z,thank you for this. awesome. anybody on quality?
,vmjyogi,2012-09-28T05:28Z,Great up with plenty of sub help! TX!
