User Type,Username,Date,Text
,budsatawny,2012-11-05T14:19Z,"Fictional movie, Osama Bin Laden was dead in 2004. Can't live in a cave and have dialysis at the same time...LOL"
,Sups_Dead,2012-11-05T14:34Z,Thnx!
,alexe018,2012-11-05T15:13Z,"@Sups_Dead If you're Osama, and you're in your territory then you can pretty much get what you want. But of course the movie isn't gonna be 100% true because the government wouldn't allow it. Thanks scene4all, wanted to watch this last night but was at work."
,bendaninc,2012-11-05T16:09Z,Thank you; this was NOT available on Canadian TV Sunday night.
,vampzcore,2012-11-05T16:20Z,thanks!!
,therayne,2012-11-05T17:49Z,"Can anyone comment on the quality please and can the conspiracy theorists please fuck off, thanks :)"
,missworld,2012-11-05T19:42Z,"Never mind the lies, propaganda and conspiracy theorists!

How about avoiding this movie cause Xzibit is in it? 
"
,kontra76,2012-11-05T19:51Z,Fucking americans. You shold all be whipped out.
,tDotD,2012-11-05T21:00Z,Fucking Americans?  Without the fucking Americans you'd be singing Deutschland Uber Allus.
,Iceburgslim,2012-11-05T21:14Z,"@kontra76 come wipe us out......

Didn"
,Iceburgslim,2012-11-05T21:15Z,Didn't think so.
,xpetiepiex,2012-11-05T21:25Z,A movie based on a fake event!
,propokpla,2012-11-05T21:28Z,AMERICA!FUCK YEAH!!
,mutz-nutz,2012-11-05T21:31Z,"""Didn""

 D D D D Didn't think so

Ha ha, fuckin says it all, dumb-ass Americans"
,LiamTorched,2012-11-05T21:49Z,"@tDotD Just another reason for saying ""fucking americans"". You didn't win that war. You sold weapons to both sides until the Allied's found out. Then you stopped selling to Japan and Germany so the Japanese bombed you. Then you got into the war. Ever think for a second maybe your history books are a little biased to make you idiots think you're the best? You helped. We needed you just as much as you need everyone else."
,DiesNuts,2012-11-05T22:17Z,"mutz-nuts

d  d  d  d   dick sucking cum guzzler
"
,DiesNuts,2012-11-05T22:20Z,"two words, atom bomb, think we need any of u fuck tards help? fucking twat waffles."
,tyrionlanister,2012-11-05T22:30Z,@ LiamTorched the american sold weapons to german before the war? I am trying to find references on this but I can't. Do you have links I could checks?
,Ka5per5ky,2012-11-05T22:44Z,"...you can´t kill a Friend man...BTW, are you aware that they were ""killed"" just some weeks after this fictional mission?! + watch Fahrenheit 911 to clear your minds a little more. Plus check ""SEAL TEAM 6 WhistleBlower DEAD!"" in Youtube."
,RIIX,2012-11-05T22:47Z,Thank You.
,bearman362,2012-11-05T23:04Z,""" KILL A COMMIE FOR MOMMIE """
,Kickyoash,2012-11-05T23:07Z,Pure Propaganda!! And dumbass people believe every bit of it !! Hell the whole story of Bin Laden's death already sounded like a plot to a Bad Movie so why not just fuckin go ahead a make a bad movie !!!!!!!!!!
,420bluntdragon,2012-11-05T23:21Z,"FREEDOM IS THE ONLY WAY YEA!

AMERICA #1, FUCK YEAH

SUCK OUR GUN TOTING BALD EAGLE FLYIN DICKS. "
,Heat55,2012-11-05T23:27Z,holy balls can somebody just comment on the quality? 
,smokey41190,2012-11-05T23:33Z,osama bin laden aka real name tim osman ex-CIA whos been dead since 2004. fucking hollywood and their own little fake world!!
,biggeloo,2012-11-05T23:34Z,"who the fuck cares??
another scumbag muslim piece of shit is dead,now take out the rest of the braindead faggots"
,230988,2012-11-06T00:45Z,"It's SO annoying when I scroll to read the comments and all I read about is how its ""fake"" or ""propaganda"" a big publicity stunt or something. Are people really that paranoid to believe your own country the great U.S.A would pull the wool over your eyes on such a delicate subject..ughhh it must be miserable to live in a world where you believe everything is made to be and feel the right to scrutinise your own government on probably one of its major trophies. SO ANNOYING"
,230988,2012-11-06T00:47Z,"A-10
V-10

M- Well done TV BMovie"
,FeniXrisN,2012-11-06T01:21Z,"230988, do you know ANYTHING about the history of our government and proven cover ups and propaganda?  Are you really that brain washed?  Of course you are... like most people from my country... naive and under-educated.  You're part of the problem, buying into the corporate story line... idiot."
,FeniXrisN,2012-11-06T01:22Z,I see stupid people!
,FlopoMarx,2012-11-06T01:23Z,"Thanks for the up, Scene. And thanks to you,230988, for the rating. "
,FeniXrisN,2012-11-06T01:31Z,"Missworld, I actually know Xzibit, used to hang with him in the early 90's when he lived in Albq. NM after leaving Detroit.  He's not a great rapper, but he's actually a confident, charming, funny dude, with a huge ego, but that's what it takes to make it in America.  He's a fun dude to party with... tell you what!"
,TWEETY2455,2012-11-06T01:38Z,"So tired also to hear american this american that,big BS,specially when they were the ones to choose twice (voted)  George  B. son to be president of so called great nation pretty fucking DUMB to me. "
,mx468,2012-11-06T01:48Z,Jack Ruby took out Lee Harvey Bin Laden with a magic box cutter. You're a fucking a retard and shit wit tool if you buy the all factless propaganda the CIA and the Pentagon shit all over you.   
,(jok3r),2012-11-06T01:58Z,"Fuck Americans? If it wasn't for us you all would have nothing..we come to your lands, destroy them and then rebuild it only better. Fuck you all who think think we are not the best. All you other countries are just pussies. The hunters in just six of our American states alone form the biggest army in the world. Now add our military and every other person in America who just simply own a firearm...im pretty sure thats why every country is afraid to come to American soil and start a war, that is if we even let you. We would slaughter you all. Bunch of pussies! "
,TWEETY2455,2012-11-06T02:03Z,YEAH JOK OR IS IT JOKE *_* WE KNOW HOW GREAT AMERICAN ARM IS SPECIALLY VIETNAM LOL
,dreday24,2012-11-06T02:21Z,"@tDotD Actually if it wasnt for Russia you all would be speaking German right now.  America did help,  but Russian won 99% of that war.  What they teach you here about WW2 in high school is mostly BS, and somebody said something about atomic bombs lol, Russia has more nukes than all the other countries  combined around 23000"
,armchair.53,2012-11-06T02:54Z,"Comrades – when I look at comments I am only interested in (1) is it fake or real and (2) what is the quality?  

Different people will have different views on how good the video actually is.  I understand that some of you think your opinion actually matters to me but it doesn’t, sorry. 

Perhaps you should find a different forum or a counselor to fulfill your need to dictate your beliefs."
,TWEETY2455,2012-11-06T03:04Z,"Gomig Shut t F Up,what bunch of bs damn freak me out just to read it ur fucking dumb comments.Go suk ur father dik."
,cityboy609,2012-11-06T03:05Z,"A=10
V=10
M=7
...I'm halfway through it and it has some C/D list actors in it but its pretty well put together. Spoiler alert.. Osama dies in the end.."
,popcornwonk,2012-11-06T03:17Z,"On October 22, 2010 government tally estimates death toll over 100,000 Iraqi Civilians Killed. do not watch this war glory peice of trash. we can not afford to be fooled anymore. peace."
,popcornwonk,2012-11-06T03:22Z,"Some informed estimates place Iraqi civilian casualities at over 600,000"
,xBSAACHRIS434x,2012-11-06T03:23Z,"I am an American. I live in America. I think it's a great place to live. Nothing is perfect. I've never left the country before, so I am not sure if I like other countries or not. Nana nana boo boo stick your head in doo doo. "
,(jok3r),2012-11-06T03:29Z,"If by iraqi civilians you mean men as well as children firing at at you women with bombs strapped to their chests, then that count is probably accurate. However I was there and we didn't just go around shooting every thing we saw. You people that are so against this war are ignorant. You don't understand it and shouldn't open your mouths and bash your country like you do. If you don't like it then leave. "
,(jok3r),2012-11-06T03:35Z,You seem to care more about them and their lives more than our own lives lost. You sicken me!
,shogun678,2012-11-06T03:50Z,They part is missing where seal team six rape all of the female militia. 
,Hard_Busterd,2012-11-06T03:53Z,i read all the crap comments and still don't know if this is real deal footage or some fake faggot film... can someone help pls? i wanna see osamas head blow up like a pinata
,PirateHD,2012-11-06T04:02Z,Who is Tim Osman? Google search his name and win a prize!
,jallen8482,2012-11-06T04:44Z,"I'm an American my parents are American my grand parents are American. I am proud to be an American. I am proud of the rights I have and thankful for the sacrifices soldiers make for our country.

 I am not proud of what politics has done to our rights and our wallets not to mention the countless lives lost on both sides due to mistakes and bad decisions. While i am sure MOST soldiers over there are not just shooting everyone they see or suspect there are some douche bags raping and pillaging and i have even seen real footage of children and innocents blown the fuck away for no reason other than a trigger happy hot head is in an Apache attack helicopter a mile away from the scene playing a fucking video game with his night vision high def camera and 30mm anti life cannon he is so eager to use on real people with no consequence. 

I am not pointing any fingers i believe suicide bombing is about as bad as it gets. But how different is it really when our government is doing the same fucking thing everyday and i have seen it. Put your self in there shoes for just one second and im not talking about radical fucks with no reason other than 70 virgins await them either. Im talking about fathers who witnessed there wife being raped by soldiers of the country that has invaded them. Picked up body parts of there children from the streets from an accidental American missile missing its target or sometimes not accidental. Imagine this happening right here right now in your neck of the woods. WHAT WOULD YOU DO.

Brig. Gen. Jeffrey Sinclair is in court right now for raping women seriously a fucking GENERAL is raping female soldiers. How far does this shit go into our government and military ? I have heard numbers ranging in the hundreds of thousands of female soldiers being raped and sodomized by our own male soldiers in the last 10 years alone !!!  The very people that are supposed to be protecting us are raping and pillaging our own soldiers and i cannot even begin to imagine if they are capable of such things what they are doing to innocent citizens of other countries. Raiding there homes beating them torturing them for information they do not have. Taking there resources by force including but not limited to there homes there food there family there whole fucking life. I am able to see things from both sides because im not blinded by the corruption our government hides from us. Does any seriously think we are there for the sole purpose of helping these people ? Does any one believe we have ran ourselves in debt so we could rebuild there country ? Our government is no better than any other government we just teach our kids to think thats the case so they will not be inclined to seek the truth of what is really going on over there. Do some research your self do not take my word for it. The info is out there for you to make an informed opinion for yourself. I just ask for you to quit watching TV and taking it seriously. The world is a fucked up place and our country is right up there at the front lines neck deep in the shit and no better than any other fucking country so give it a fucking rest already with this America is better than every one else OK"
,insanityensue,2012-11-06T04:55Z,"@jallen8482

All I need to say is.... Shut up, no one wants your fucking political views on here. I understand your proud to be an American, and we are all so happy for you, but I believe it is time for you to come out of the closet and find a different soap box to scream your life story from. Sorry to all that use TPB for what it is meant for having to see this, but it had to be said.

TL;DR MORON

Thank you and good night."
,mighty_zeus,2012-11-06T05:16Z,jallen8482 all i have to say is bravo! I gess you are not all brainwashed... 
,Rush,2012-11-06T06:01Z,"Quit whining about the fucking quality. No one cares, this is the new Huntington Post. STFU

LMAO, even Muslims believe Osama is dead, where the fuck did you Euro-trash get that conspiracy from? First time hearing that one. 

Next time you ungrateful Socialist pigs need some help after someone invades your Leftist Pinko-Commie countries.........you're on your own. "
,USMC4LIFE,2012-11-06T07:29Z,"@jallen8482
Go fuck yourself, whiny liberal douche bag."
,8257634,2012-11-06T07:38Z,"USA: Highest teen death rate of the world's 27 wealthiest nations.
USA: Highest rate of incarceration per capita.
USA: Highest rate of military spending: more than the next 20 countries combined because everyone hates us.
USA: We're number 1!"
,8257634,2012-11-06T07:39Z,"USA: Highest teen death rate of the world's 27 wealthiest nations.
USA: Highest rate of incarceration per capita.
USA: Highest rate of military spending: more than the next 20 countries combined because everyone hates us.
USA: We're number 1!
The world deserves Mitt Romney!"
,Bob_Munden,2012-11-06T07:41Z,"@jallen8482

You're not shit, you may have been born in America, but what have you contributed to this country?

A psychopath in the military doesn't speak for the country or the military, just as Osama bin Laden doesn't speak for Muslims. Apaches don't shoot from a mile away with a 30mm cannon, the video you are referring to is an AC-130 gunship with direct orders from the White House.

Sinclair isn't in court for rape, he's in court for sex crimes, notable relationships with female officers and civilians despite being married (adultery), which is grounds for UCMJ punishment.

I am just going to make this comment about your intelligence, because evidently you are seriously lacking in that field. When you can't use there, they're and their in the correct usage, then your argument is not very compelling. Any 5th grader can string to word a bunch of words from news outlets, using the correct words in a sentence isn't such a tough concept."
,omgwtfnoob,2012-11-06T08:26Z,"i dont see any ratings on quality, so im going to assume its so good that it doesnt need commenting on.
"
