Filename,Size,Unit
04.Rendering_System/02.Magento_Blocks.flv,660.36,M
05.Database_in_Magento/01.Overview.flv,580.24,M
07.Adminhtml/04.Form_and_Grid_Widgets.flv,510.72,M
04.Rendering_System/03.Design_Layout_XML_schema.flv,495.18,M
04.Rendering_System/01.Overview.flv,386.85,M
02.Magento_Basics/07.Class_overrides_in_Magento.flv,363.27,M
06.EAV_Model/03.Attributes_management.flv,344.6,M
02.Magento_Basics/08 (Event Observer).flv,336.27,M
02.Magento_Basics/04 (Magento Directory Structure).flv,333.25,M
03.Request_Flow/04.Request_Routing.flv,275.57,M
07.Adminhtml/01.Overview.flv,245.48,M
05.Database_in_Magento/02.Install-Upgrade_Scripts_Setup_Resources.flv,213.59,M
07.Adminhtml/02.ACL_Permissions.flv,205.63,M
02.Magento_Basics/05 (Configuration XML).flv,200.29,M
03.Request_Flow/05.Modules_Initialization.flv,193.96,M
02.Magento_Basics/06.Functional_and_Factory_Class_Groups.flv,183.34,M
06.EAV_Model/01.Overview.flv,170.78,M
07.Adminhtml/03.System_Configuration_XML_and_Scope.flv,159.73,M
03.Request_Flow/07.Role_of_Template_in_Request_Flow.flv,154.29,M
06.EAV_Model/02.Eav_Entity_Load_and_Save.flv,130.98,M
03.Request_Flow/06.Design_and_Layout_Initialization.flv,118.72,M
03.Request_Flow/02.Front_Controller.flv,85.29,M
02.Magento_Basics/03.Module-based_Architecture.flv,85.18,M
03.Request_Flow/03 (URL rewrites).flv,78.77,M
02.Magento_Basics/01-Overview.flv,74.8,M
03.Request_Flow/01.Overview.flv,67.13,M
02.Magento_Basics/02.Event-driven_Architecture.flv,44.62,M
01.Course_Introduction/01.Overview.flv,35.21,M
03.Request_Flow/08.Flushing_Output.flv,26.04,M
08Course_Summary/01.Overview.flv,22.94,M
07.Adminhtml/05.Enabling_and_Configuring_Extensions.flv,17.75,M
